Gaspar_code,Family,Genus,Species,Sizec,Size,Mobility,Activity,Schooling,Position,Diet_Mouillot_2014,Diet_Parravicini_2020
23222,Gobiesocidae,Chorisochismus,dentex,30,4,1,1,1,1,IM,
23227,Gobiesocidae,Eckloniaichthys,scylliorhiniceps,3.5,1,1,1,1,1,IM,
23229,Gobiesocidae,Lepadichthys,lineatus,4.5,1,1,1,1,1,IM,
23243,Bythitidae,Diancistrus,erythraeus,7,2,1,3,1,1,IM,
23244,Bythitidae,Diancistrus,fuscus,7,2,1,3,1,1,IM,
23249,Holocentridae,Sargocentron,inaequalis,11.3,2,2,3,1,2,IM,Crustacivores
23251,Holocentridae,Sargocentron,macrosquamis,9,2,1,3,1,1,IM,Crustacivores
23254,Holocentridae,Sargocentron,seychellense,27,3,1,3,1,1,IM,Crustacivores
23269,Syngnathidae,Halicampus,zavorensis,10,2,1,1,1,1,IM,Microinvertivores
23273,Muraenidae,Echidna,delicatula,65,5,1,3,1,1,IM,Crustacivores
23274,Muraenidae,Uropterygius,nagoensis,71.3,5,1,3,1,1,IM,Crustacivores
23278,Scorpaenidae,Scorpaenodes,littoralis,11,2,1,3,1,1,IM,
23284,Congridae,Conger,japonicus,140,6,1,3,1,1,FC,Crustacivores
23301,Congridae,Gorgasia,japonica,100,6,1,1,5,1,PK,Crustacivores
23328,Serranidae,Pseudanthias,connelli,11,2,1,NA,NA,NA,PK,Crustacivores
23329,Serranidae,Pseudanthias,lunulatus,8,2,1,1,5,2,PK,Crustacivores
23333,Serranidae,Odontanthias,borbonius,15,3,1,NA,NA,NA,PK,Crustacivores
23363,Ostraciidae,Acanthostracion,guineensis,18,3,2,1,1,2,IS,sessile invertivores
23370,Ostraciidae,Acanthostracion,notacanthus,50,5,2,1,1,2,IS,sessile invertivores
23375,Acanthuridae,Acanthurus,japonicus,21,3,2,1,3,1,HD,Herbivores Microvores Detritivores
23391,Acropomatidae,Neoscombrops,pacificus,40,4,3,NA,NA,NA,IM,
23421,Serranidae,Tosanoides,flavofasciatus,9,2,1,1,3,2,PK,Crustacivores
23424,Serranidae,Pseudanthias,elongatus,14,2,1,1,5,2,PK,Crustacivores
23425,Serranidae,Pseudanthias,leucozonus,10,2,1,1,5,2,PK,Crustacivores
23427,Serranidae,Pseudanthias,caudalis,17,2,1,1,5,2,PK,Crustacivores
23430,Serranidae,Pseudanthias,flavoguttatus,10.2,2,1,1,5,2,PK,Crustacivores
23433,Callanthiidae,Grammatonotus,surugaensis,8,2,1,NA,NA,NA,PK,
23434,Pseudochromidae,Pseudochromis,xanthochir,5,1,1,1,1,1,IM,
23437,Plesiopidae,Plesiops,nakaharae,14,2,1,3,1,1,IM,Crustacivores
23438,Plesiopidae,Plesiops,oxycephalus,6,1,1,3,1,1,IM,Crustacivores
23439,Plesiopidae,Assessor,randalli,4,1,1,1,3,2,PK,Microinvertivores
23452,Apogonidae,Apogon,parvulus,4,1,1,3,5,3,PK,
23454,Apogonidae,Apogon,ishigakiensis,6,1,1,3,3,1,IM,
23455,Apogonidae,Apogon,rhodopterus,15,3,1,3,1,2,PK,
23477,Pempheridae,Pempheris,xanthoptera,15,3,1,3,4,2,PK,Microinvertivores
23481,Pempheridae,Pempheris,nyctereutes,18,3,1,3,4,2,PK,Microinvertivores
23493,Chaetodontidae,Prognathodes,guyotensis,15,3,1,1,NA,1,IM,Microinvertivores
23501,Cirrhitidae,Amblycirrhitus,unimacula,8.5,2,1,1,1,1,IM,Crustacivores
23504,Cheilodactylidae,Goniistius,quadricornis,40,4,3,2,1,1,IM,
23512,Scaridae,Scarus,ovifrons,78,5,2,1,3,1,OM,Macroinvertivores
5597,Labridae,Oxycheilinus,celebicus,20,3,2,1,1,1,FC,Crustacivores
23516,Labridae,Xyrichtys,woodi,19.3,3,2,1,1,1,IM,
23517,Labridae,Xyrichtys,melanopus,26,3,2,1,3,1,IM,
23519,Labridae,Choerodon,gymnogenys,20,3,2,1,1,1,IM,Microinvertivores
23521,Labridae,Decodon,pacificus,16,3,2,1,NA,1,IM,Microinvertivores
23525,Labridae,Bodianus,izuensis,10,2,2,1,1,1,IM,Microinvertivores
23526,Labridae,Bodianus,masudai,12,2,2,1,1,1,IM,Microinvertivores
23527,Labridae,Bodianus,tanyokidus,17.7,3,2,1,1,1,IM,Planktivores
23530,Labridae,Labroides,rubrolabiatus,9,2,1,1,2,1,IM,Microinvertivores
23534,Labridae,Macropharyngodon,moyeri,12,2,1,1,1,1,IM,Microinvertivores
23536,Labridae,Xyrichtys,twistii,20,3,2,1,3,1,IM,
23540,Xenisthmidae,Xenisthmus,clarus,2.36,1,1,NA,1,1,IM,
23542,Gobiidae,Hetereleotris,poecila,NA,1,1,1,1,1,IM,Microinvertivores
23543,Gobiidae,Eviota,abax,4,1,1,1,1,1,IM,Microinvertivores
23544,Gobiidae,Eviota,epiphanes,2.5,1,1,1,1,1,IM,
23868,Sebastidae,Sebastiscus,albofasciatus,25,3,1,3,1,1,FC,
23551,Pinguipedidae,Parapercis,aurantiaca,17,3,2,1,1,1,IM,Crustacivores
23554,Pinguipedidae,Parapercis,decemfasciata,15,3,2,1,1,1,IM,Crustacivores
23556,Pinguipedidae,Parapercis,kamoharai,20,3,2,1,1,1,FC,Crustacivores
23557,Pinguipedidae,Parapercis,ommatura,11,2,2,1,1,1,IM,Crustacivores
23559,Trichonotidae,Trichonotus,filamentosus,15,3,1,1,3,2,PK,
23560,Trichonotidae,Trichonotus,elegans,18,3,1,1,3,2,PK,
23562,Tripterygiidae,Helcogramma,trigloides,4.5,1,1,1,1,1,OM,
23564,Tripterygiidae,Enneapterygius,etheostomus,5.5,1,1,1,1,1,OM,
23568,Clinidae,Springeratus,xanthosoma,7,2,1,1,1,1,IM,
23573,Blenniidae,Parablennius,yatabei,9,2,1,1,NA,NA,OM,Herbivores Microvores Detritivores
23577,Gobiidae,Trimma,grammistes,3,1,1,1,3,1,PK,
23580,Ptereleotridae,Parioglossus,dotui,4,1,1,1,4,2,PK,Microinvertivores
23581,Gobiidae,Acentrogobius,janthinopterus,12.5,2,1,1,1,1,OM,Microinvertivores
23582,Gobiidae,Amoya,moloanus,6,1,1,1,1,1,IM,
23586,Pseudochromidae,Chlidichthys,pembae,5,1,1,1,1,1,PK,Microinvertivores
23588,Pseudochromidae,Chlidichthys,bibulus,6.1,1,1,1,1,1,PK,Microinvertivores
23591,Pseudochromidae,Chlidichthys,johnvoelckeri,6,1,1,1,1,1,PK,Microinvertivores
23595,Gobiidae,Gnatholepis,anjerensis,8.4,2,1,1,1,1,OM,Planktivores
23599,Pseudochromidae,Anisochromis,kenyae,3.1,1,1,NA,NA,1,IM,Microinvertivores
23600,Gobiidae,Hazeus,otakii,NA,1,1,1,1,1,IM,Microinvertivores
23601,Pseudochromidae,Pseudochromis,melas,8,2,1,1,1,1,IM,Microinvertivores
23610,Syngnathidae,Solegnathus,hardwickii,50,4,1,1,1,1,IM,Crustacivores
23626,Labridae,Semicossyphus,reticulatus,100,6,3,1,1,1,IM,Macroinvertivores
23636,Gobiidae,Cryptocentrus,albidorsus,7.5,2,1,1,1,1,OM,Microinvertivores
23637,Gobiidae,Cryptocentrus,nigrocellatus,7,2,1,1,1,1,OM,Microinvertivores
23639,Pseudochromidae,Pseudochromis,tauberae,8,2,1,1,1,1,IM,Microinvertivores
23640,Gobiidae,Myersina,filifer,13.2,2,1,1,2,1,PK,Microinvertivores
23641,Gobiidae,Cryptocentrus,shigensis,11.6,2,1,1,1,1,OM,Microinvertivores
23642,Gobiidae,Myersina,macrostoma,NA,2,1,1,2,1,PK,Microinvertivores
23643,Gobiidae,Myersina,nigrivirgata,10,2,1,1,2,1,PK,Microinvertivores
23644,Gobiidae,Tomiyamichthys,oni,11,2,1,1,1,1,OM,Microinvertivores
23645,Gobiidae,Tomiyamichthys,lanceolatus,7.5,2,1,1,1,1,OM,Microinvertivores
23647,Gobiidae,Vanderhorstia,mertensi,11,2,1,1,1,1,IM,Microinvertivores
23648,Apogonidae,Apogon,natalensis,19,3,1,3,NA,NA,FC,
23649,Gobiidae,Vanderhorstia,fasciaventris,8,2,1,1,1,1,IM,
23650,Apogonidae,Apogon,nigripes,7,2,1,3,NA,NA,PK,
23651,Apogonidae,Apogon,nitidus,8,2,1,3,5,2,PK,Microinvertivores
23653,Gobiidae,Callogobius,snelliusi,3.3,1,1,1,1,1,IM,Microinvertivores
23656,Apogonidae,Archamia,mozambiquensis,8.9,2,1,3,NA,NA,PK,
23657,Gobiidae,Gobiodon,atrangulatus,3.5,1,1,1,1,1,IS,Planktivores
23658,Gobiidae,Gobiodon,multilineatus,3.5,1,1,1,1,1,IS,Planktivores
23659,Gobiidae,Gobiodon,oculolineatus,3.5,1,1,1,1,1,IS,Planktivores
23661,Gobiidae,Gobiopsis,aporia,4.1,1,1,1,1,1,OM,Microinvertivores
23662,Gobiidae,Gobiopsis,arenaria,1.6,1,1,1,1,1,OM,
23663,Gobiidae,Gobiopsis,quinquecincta,2.4,1,1,1,1,1,OM,
23665,Gobiidae,Heteroplopomus,barbatus,2.5,1,1,1,1,1,OM,Microinvertivores
23690,Gobiidae,Bathygobius,petrophilus,6.1,1,1,1,1,1,IM,Microinvertivores
23692,Gobiidae,Cabillus,lacertops,NA,1,1,1,1,1,IM,Microinvertivores
23697,Blenniidae,Istiblennius,rivulatus,10,2,1,1,1,1,HD,Herbivores Microvores Detritivores
23701,Gobiidae,Pterogobius,elapoides,8.300000191,2,1,1,NA,1,PK,Microinvertivores
23702,Gobiidae,Pterogobius,virgo,5.4,1,1,1,NA,1,PK,Microinvertivores
23708,Gobiidae,Clariger,exilis,3.2,1,1,1,2,1,OM,Microinvertivores
23709,Gobiidae,Clariger,papillosus,3.03,1,1,1,2,1,OM,Microinvertivores
23711,Gobiidae,Luciogobius,saikaiensis,NA,1,1,1,1,1,OM,Microinvertivores
23714,Gobiidae,Luciogobius,elongatus,NA,1,1,1,NA,1,IM,Microinvertivores
23719,Gobiidae,Luposicya,lupus,3.5,1,1,1,1,1,OM,Microinvertivores
23727,Blenniidae,Omobranchus,fasciolatoceps,NA,2,1,1,1,1,HD,Herbivores Microvores Detritivores
23731,Gobiidae,Elacatinus,randalli,4.550000191,1,1,1,3,1,IM,Microinvertivores
23732,Gobiidae,Elacatinus,illecebrosus,4,1,1,1,3,1,IM,Microinvertivores
23733,Gobiidae,Elacatinus,prochilos,4,1,1,1,3,1,IM,Microinvertivores
23734,Gobiidae,Elacatinus,chancei,5,1,1,1,3,1,IM,Microinvertivores
23735,Labrisomidae,Labrisomus,filamentosus,12,2,1,1,1,1,IM,
23736,Labrisomidae,Starksia,hassi,4,1,1,1,1,1,IM,
23738,Antennariidae,Antennarius,indicus,23,3,1,NA,NA,NA,FC,
23741,Apogonidae,Apogon,unicolor,14,2,1,3,NA,2,PK,Crustacivores
23743,Clinidae,Heteroclinus,roseus,15,3,1,1,1,1,IM,
23757,Blenniidae,Omobranchus,loxozonus,NA,2,1,1,1,1,HD,Herbivores Microvores Detritivores
23758,Blenniidae,Meiacanthus,kamoharai,6,1,1,1,2,2,IM,Herbivores Microvores Detritivores
23760,Blenniidae,Petroscirtes,springeri,7.65,2,1,1,1,1,OM,Herbivores Microvores Detritivores
23766,Serranidae,Pseudanthias,ignitus,9,2,1,1,5,2,PK,Crustacivores
23770,Blenniidae,Praealticus,tanegasimae,5.9,1,1,1,1,1,HD,Herbivores Microvores Detritivores
23771,Blenniidae,Andamia,tetradactylus,7.9,2,1,1,1,1,HD,Herbivores Microvores Detritivores
23843,Schindleriidae,Schindleria,praematura,2.5,1,1,NA,5,2,PK,
23876,Scorpaenidae,Scorpaena,onaria,30,4,1,3,1,1,FC,Crustacivores
23877,Scorpaenidae,Scorpaena,miostoma,13,2,1,3,1,1,FC,Crustacivores
23879,Scorpaenidae,Scorpaena,hatizyoensis,NA,4,1,3,1,1,FC,Crustacivores
23884,Scorpaenidae,Rhinopias,xenops,15.3,3,1,3,1,1,FC,Crustacivores
23889,Scorpaenidae,Pteroidichthys,amboinensis,12,2,1,3,1,1,IM,Crustacivores
23890,Synanceiidae,Minous,pusillus,7.5,2,1,3,1,1,FC,
23894,Tetrarogidae,Neocentropogon,japonicus,13.5,2,1,3,1,1,IM,
23895,Tetrarogidae,Ocosia,vespa,8,2,1,NA,NA,NA,IM,
23896,Tetrarogidae,Ocosia,fasciata,6,1,1,NA,NA,NA,IM,
23898,Aploactinidae,Paraploactis,kagoshimensis,12,2,1,3,1,1,IM,
24146,Gobiesocidae,Pherallodus,indicus,3,1,1,1,1,1,IM,
24185,Gobiesocidae,Aspasma,minima,5,1,1,1,1,1,IM,
24186,Gobiesocidae,Lepadichthys,frenatus,5.7,1,1,1,1,1,IM,
24202,Callionymidae,Synchiropus,ijimae,10,2,1,1,1,1,IM,
24212,Callionymidae,Minysynchiropus,kiyoae,2,1,2,1,1,1,IM,
24251,Monacanthidae,Cantherhines,multilineatus,26,3,2,1,1,1,IM,
24253,Monacanthidae,Brachaluteres,ulvarum,7.5,2,2,1,1,1,IM,sessile invertivores
24261,Ostraciidae,Kentrocapros,flavofasciatus,13,2,2,NA,NA,NA,IM,
24268,Tetraodontidae,Takifugu,poecilonotus,20,3,1,1,1,1,IM,Microinvertivores
24282,Ophichthidae,Cirrhimuraena,calamus,NA,NA,1,3,1,1,IM,Crustacivores
24283,Ophichthidae,Elapsopis,cyclorhinus,75.4,5,1,3,1,1,IM,
24287,Ophichthidae,Malvoliophis,pinguis,4.8,1,1,3,1,1,IM,Crustacivores
24290,Ophichthidae,Scolecenchelys,australis,40,4,1,3,1,1,IM,Crustacivores
24295,Ophichthidae,Muraenichthys,iredalei,NA,4,1,3,1,1,IM,
24319,Ophichthidae,Neenchelys,retropinna,NA,4,1,3,1,1,IM,
24339,Apogonidae,Apogon,jenkinsi,8.7,2,1,3,NA,2,PK,
24340,Apogonidae,Rhabdamia,mentalis,5.04,1,1,3,1,2,PK,Microinvertivores
24349,Muraenidae,Gymnothorax,longinquus,74,5,1,3,1,1,FC,Crustacivores
24355,Muraenidae,Gymnothorax,prionodon,150,6,1,3,1,1,FC,Crustacivores
24363,Muraenidae,Gymnothorax,woodwardi,58,5,1,3,1,1,FC,Crustacivores
24434,Serranidae,Pseudanthias,heemstrai,13,2,1,1,5,2,PK,Crustacivores
24435,Serranidae,Rabaulichthys,altipinnis,4.55,1,1,1,4,2,PK,Crustacivores
24436,Serranidae,Rabaulichthys,stigmaticus,6,1,1,1,4,2,PK,Crustacivores
24437,Serranidae,Diploprion,drachi,14,2,1,NA,NA,NA,PK,Crustacivores
24438,Plesiopidae,Plesiops,nigricans,17,3,1,3,1,1,IM,Crustacivores
24439,Pseudochromidae,Pictichromis,diadema,6,1,1,1,1,1,IM,Microinvertivores
24440,Pseudochromidae,Pseudochromis,olivaceus,9,2,1,1,1,1,IM,Microinvertivores
24441,Pseudochromidae,Pseudochromis,springeri,5.5,1,1,1,1,1,IM,Microinvertivores
24442,Pseudochromidae,Pseudochromis,dixurus,9,2,1,1,1,1,IM,Microinvertivores
24443,Pseudochromidae,Pseudochromis,sankeyi,7,2,1,1,1,1,IM,Microinvertivores
24444,Pseudochromidae,Pseudochromis,perspicillatus,12,2,1,1,1,1,IM,Microinvertivores
24445,Pseudochromidae,Pseudochromis,pylei,8,2,1,1,1,1,IM,Microinvertivores
24446,Pseudochromidae,Pseudochromis,persicus,15.4,3,1,1,1,1,IM,Microinvertivores
24447,Cheilodactylidae,Goniistius,plessisi,43,4,3,2,1,1,IM,
24640,Synodontidae,Synodus,similis,18,3,2,2,1,1,FC,Piscivores
2467,Echeneidae,Echeneis,naucrates,110,6,3,2,1,3,IM,Piscivores
24714,Batrachoididae,Halophryne,queenslandiae,30,4,1,3,1,1,IM,
24733,Antennariidae,Histiophryne,bougainvilli,9,2,1,3,1,1,FC,
24841,Serranidae,Plectranthias,kelloggi,12,2,1,3,1,1,IM,
24842,Ephippidae,Proteracanthus,sarissophorus,32.5,4,3,1,4,2,OM,
24844,Serranidae,Plectranthias,yamakawai,20,3,1,3,1,1,IM,Crustacivores
24854,Serranidae,Sacura,margaritacea,13,2,1,1,5,2,PK,Crustacivores
24856,Serranidae,Pseudanthias,taira,10,2,1,1,5,2,PK,Crustacivores
24895,Moridae,Lotella,rhacina,50,4,2,3,1,1,IM,
24957,Bythitidae,Dermatopsis,macrodon,10,2,1,3,1,1,IM,
24961,Bythitidae,Diancistrus,longifilis,7.6,2,1,3,1,1,IM,
24963,Bythitidae,Porocephalichthys,dasyrhynchus,13.6,2,1,3,1,1,IM,
24964,Bythitidae,Dipulus,caecus,19.7,3,1,3,1,1,IM,
24965,Bythitidae,Didymothallus,mizolepis,5.1,1,1,3,1,1,IM,
2497,Sparidae,Diplodus,cervinus cervinus,55,5,2,NA,NA,NA,IM,
24970,Bythitidae,Monothrix,polylepis,5,1,1,3,1,1,IM,
2498,Kyphosidae,Kyphosus,sectator,76,5,3,1,4,2,HM,
24980,Carapidae,Eurypleuron,owasianum,23.60000038,3,1,NA,NA,NA,OM,
24995,Gobiesocidae,Conidens,laticephalus,4,1,1,1,1,1,IM,
24999,Callionymidae,Paradiplogrammus,parvus,4.5,1,2,1,NA,1,IM,
2500,Labridae,Thalassoma,pavo,25,3,2,1,4,2,PK,Microinvertivores
25026,Labridae,Cirrhilabrus,roseafascia,9.9,2,1,1,4,2,PK,Microinvertivores
25030,Labridae,Cirrhilabrus,rubrisquamis,7.2,2,1,NA,NA,NA,PK,Microinvertivores
25031,Labridae,Cirrhilabrus,randalli,8.45,2,1,1,4,2,PK,Microinvertivores
25033,Apogonidae,Rhabdamia,spilota,6,1,1,3,5,2,PK,Microinvertivores
25034,Apogonidae,Apogon,ocellicaudus,5,1,1,3,3,2,PK,
25037,Apogonidae,Apogon,nanus,6,1,1,3,5,2,PK,
25042,Gobiidae,Palutrus,meteori,6.2,1,1,1,1,1,OM,Microinvertivores
25049,Apogonidae,Apogon,neotes,2.7,1,1,3,5,2,PK,
25051,Apogonidae,Apogon,franssedai,7.5,2,1,3,4,2,PK,
25053,Eleotridae,Butis,humeralis,14.2,2,1,1,1,1,IM,
25058,Apogonidae,Apogon,ventrifasciatus,4.87,1,1,3,5,2,PK,
25063,Lutjanidae,Lutjanus,rufolineatus,20,3,2,3,5,2,IM,Crustacivores
25072,Gobiidae,Drombus,kranjiensis,3,1,1,1,1,1,OM,
25073,Apogonidae,Fowleria,flammea,3.08,1,1,3,1,1,IM,Microinvertivores
25077,Apogonidae,Siphamia,corallicola,3.05,1,1,3,5,2,PK,Microinvertivores
25105,Apogonidae,Siphamia,jebbi,2.48,1,1,3,5,2,PK,
25109,Apogonidae,Apogon,cavitensis,6.5,1,1,3,3,2,PK,
25210,Pomacentridae,Pomacentrus,armillatus,7.5,2,1,1,NA,NA,OM,Planktivores
25216,Pomacentridae,Pomacentrus,geminospilus,8,2,1,1,NA,NA,OM,Planktivores
25219,Pomacentridae,Dischistodus,darwiniensis,10.3,2,1,1,3,1,HD,Planktivores
25230,Gobiidae,Amoya,madraspatensis,7,1,1,1,1,1,IM,Microinvertivores
25311,Aploactinidae,Acanthosphex,leurynnis,2.08,1,1,NA,1,1,IM,
25322,Congridae,Gorgasia,hawaiiensis,59.8,5,1,1,5,1,PK,Crustacivores
25368,Syngnathidae,Corythoichthys,insularis,10,2,1,1,2,1,IM,Microinvertivores
25370,Apogonidae,Apogon,melanoproctus,4,1,1,3,4,2,PK,
25372,Labridae,Halichoeres,cosmetus,13,2,2,1,1,1,IM,Microinvertivores
25376,Pinguipedidae,Parapercis,signata,13,2,2,1,1,1,IM,Crustacivores
25377,Tripterygiidae,Enneapterygius,obscurus,1.4,1,1,1,1,1,OM,
25412,Labridae,Bodianus,neilli,20,3,2,1,1,1,IM,Microinvertivores
25413,Tetraodontidae,Arothron,diadematus,30,4,2,NA,NA,1,IM,Corallivores
25414,Tetraodontidae,Canthigaster,pygmaea,5.6,1,1,1,NA,1,OM,sessile invertivores
25415,Ostraciidae,Ostracion,trachys,11,2,2,NA,NA,NA,IM,sessile invertivores
25417,Gobiidae,Amblygobius,semicinctus,11,2,1,1,2,1,OM,Microinvertivores
25418,Monacanthidae,Oxymonacanthus,halli,7,1,1,1,NA,NA,IS,Corallivores
25419,Balistidae,Sufflamen,albicaudatum,22,3,1,NA,NA,NA,IM,Microinvertivores
25420,Balistidae,Rhinecanthus,assasi,30,4,1,NA,NA,NA,IM,Microinvertivores
25421,Gobiidae,Asterropteryx,spinosa,4.57,1,1,1,3,1,OM,Microinvertivores
25423,Gobiidae,Bathygobius,coalitus,10,2,1,1,1,1,IM,Microinvertivores
25424,Pomacanthidae,Centropyge,debelius,9,2,1,1,2,1,HD,sessile invertivores
25425,Pomacanthidae,Centropyge,nahackyi,9,2,1,1,2,1,HD,sessile invertivores
25426,Pomacanthidae,Apolemichthys,kingi,21,3,1,NA,NA,NA,HM,sessile invertivores
25427,Pomacanthidae,Centropyge,boylei,7,2,1,1,2,1,HD,sessile invertivores
25436,Chaetodontidae,Chaetodon,dialeucos,18,3,1,1,NA,NA,IM,Corallivores
25430,Pomacanthidae,Pomacanthus,rhomboides,46,4,1,1,1,1,IM,sessile invertivores
25434,Chaetodontidae,Chelmonops,curiosus,26,3,1,1,NA,1,IS,Microinvertivores
25435,Chaetodontidae,Hemitaurichthys,multispinosus,20,3,2,1,4,2,PK,Planktivores
8916,Chaetodontidae,Chaetodon,dolosus,15,3,1,1,NA,NA,IM,Microinvertivores
25437,Mullidae,Mulloidichthys,mimicus,30,4,2,1,3,1,IM,Crustacivores
25439,Kyphosidae,Girella,freminvillii,45,4,3,1,4,1,OM,Crustacivores
25446,Cheilodactylidae,Cheilodactylus,pixi,18,3,3,2,3,1,FC,
25447,Pempheridae,Pempheris,adusta,17,3,1,3,4,2,PK,Planktivores
25449,Pempheridae,Pempheris,mangula,16,3,1,3,4,2,PK,Planktivores
25451,Blenniidae,Ecsenius,nalolo,6.5,1,1,1,1,1,OM,Herbivores Microvores Detritivores
25452,Gobiidae,Eviota,guttata,2.5,1,1,1,3,1,IM,Microinvertivores
25453,Blenniidae,Istiblennius,unicolor,10.2,2,1,NA,NA,NA,HD,Herbivores Microvores Detritivores
25456,Clinidae,Blennioclinus,brachycephalus,15,3,1,1,1,1,IM,
25461,Gobiidae,Eviota,nigripinna,1.5,1,1,1,1,1,IM,
25462,Gobiidae,Eviota,zebrina,2.5,1,1,1,1,1,IM,
25463,Gobiidae,Tomiyamichthys,latruncularius,10,2,1,1,1,1,OM,Microinvertivores
25489,Gobiidae,Oplopomus,caninoides,7.5,2,1,1,1,1,OM,Microinvertivores
25493,Gobiidae,Hazeus,maculipinna,3.73,1,1,1,1,1,IM,Microinvertivores
25494,Gobiidae,Palutrus,reticularis,2.3,1,1,1,1,1,OM,
25501,Haemulidae,Orthopristis,forbesi,30.5,4,3,3,3,1,IM,Microinvertivores
25502,Haemulidae,Xenocys,jessiae,30,4,3,3,5,3,PK,Microinvertivores
25503,Haemulidae,Xenichthys,agassizii,20,3,3,3,5,3,PK,Microinvertivores
25507,Apogonidae,Apogon,atradorsatus,8.899999619,2,1,3,3,2,PK,Microinvertivores
25508,Apogonidae,Apogon,pacificus,10,2,1,3,3,2,PK,Crustacivores
25509,Gobiidae,Pleurosicya,micheli,2.5,1,1,1,1,1,OM,
25510,Chaenopsidae,Acanthemblemaria,castroi,6,1,1,1,1,1,PK,
25513,Blenniidae,Plagiotremus,azaleus,10,2,1,1,1,1,IM,Herbivores Microvores Detritivores
25522,Labrisomidae,Malacoctenus,tetranemus,7.5,2,1,1,1,1,IM,
25525,Gobiidae,Priolepis,nocturna,3.9,1,1,1,1,1,OM,Microinvertivores
25529,Labrisomidae,Malacoctenus,zonogaster,8.5,2,1,1,1,1,IM,
25531,Labrisomidae,Labrisomus,dendriticus,13,2,1,1,1,1,IM,
25532,Chaenopsidae,Chaenopsis,schmitti,8,2,1,1,1,1,PK,
25534,Gobiidae,Coryphopterus,urospilus,6.5,1,1,1,1,1,IM,Microinvertivores
25538,Gobiidae,Sueviota,lachneri,2.1,1,1,1,NA,1,IM,
25541,Gobiidae,Trimma,emeryi,2.5,1,1,1,3,1,PK,
25542,Gobiidae,Lythrypnus,gilberti,4.5,1,1,1,2,1,IM,Microinvertivores
25543,Gobiidae,Trimma,flammeum,2.2,1,1,1,1,1,PK,
25544,Gobiesocidae,Arcos,poecilophthalmos,5,1,1,1,1,1,IM,
25545,Serranidae,Rypticus,bicolor,28,3,1,3,1,1,FC,Crustacivores
25547,Ophichthidae,Quassiremus,evionthas,71,5,2,3,1,1,IM,Crustacivores
25552,Serranidae,Liopropoma,fasciatum,17.79999924,3,1,3,1,1,IM,Crustacivores
25553,Tripterygiidae,Lepidonectes,corallicola,8.899999619,2,1,NA,NA,NA,IM,
25620,Gobiidae,Trimmatom,nanus,1,1,1,1,1,1,OM,
25626,Gobiidae,Tomiyamichthys,praealta,4.5,1,1,1,1,1,OM,
25677,Scaridae,Chlorurus,capistratoides,40,4,2,1,4,1,OM,Herbivores Microvores Detritivores
25682,Serranidae,Pseudanthias,parvirostris,7.5,2,1,1,3,2,PK,Crustacivores
25683,Pseudochromidae,Chlidichthys,inornatus,3.9,1,1,1,1,1,PK,Microinvertivores
25685,Pseudochromidae,Pseudochromis,coccinicauda,3.9,1,1,1,1,1,IM,Microinvertivores
25686,Apogonidae,Apogon,abrogramma,4.9,1,1,3,3,2,PK,
25688,Labridae,Coris,batuensis,17,3,2,1,3,1,IM,Microinvertivores
25689,Labridae,Halichoeres,trispilus,9,2,2,1,3,1,IM,Microinvertivores
25690,Labridae,Halichoeres,vrolikii,13,2,2,1,1,1,IM,
25691,Tripterygiidae,Helcogramma,maldivensis,2.76,1,1,1,1,1,OM,
25692,Tripterygiidae,Helcogramma,larvata,2.22,1,1,1,1,1,OM,
25694,Blenniidae,Entomacrodus,vermiculatus,18,3,1,1,1,1,OM,Herbivores Microvores Detritivores
26832,Gobiidae,Aulopareia,janetae,8,2,1,1,1,1,IM,Microinvertivores
26837,Pseudochromidae,Pseudoplesiops,collare,2.56,1,1,1,1,1,IM,
26840,Pseudochromidae,Pseudochromis,reticulatus,5.070000172,1,1,NA,NA,NA,IM,Microinvertivores
26841,Gobiidae,Glossogobius,sparsipapillus,12,2,1,1,1,1,FC,Microinvertivores
26864,Labridae,Halichoeres,leptotaenia,10.4,2,2,1,1,1,IM,Microinvertivores
26865,Labridae,Halichoeres,signifer,8.22,2,2,1,1,1,IM,Microinvertivores
26866,Labridae,Halichoeres,melas,12.1,2,2,1,1,1,IM,Microinvertivores
26868,Tripterygiidae,Enneapterygius,melanospilus,3.1,1,1,1,1,1,IM,
26872,Serranidae,Pseudanthias,regalis,6.23,1,1,1,5,2,PK,Crustacivores
26966,Apogonidae,Pseudamia,rubra,5.5,1,1,3,1,1,IM,Microinvertivores
26967,Syngnathidae,Doryrhamphus,aurolineatus,3.42,1,1,1,1,1,IM,Microinvertivores
26968,Labridae,Thalassoma,loxum,18,3,2,1,NA,1,IM,Microinvertivores
25701,Tetrarogidae,Ablabys,macracanthus,20,3,1,3,1,1,IM,
25703,Chlopsidae,Kaupichthys,diodontus,30,4,1,3,1,1,IM,
25706,Haemulidae,Plectorhinchus,vittatus,72,5,2,1,1,1,IM,Macroinvertivores
25754,Labridae,Bodianus,opercularis,18,3,2,1,1,1,IM,Microinvertivores
25756,Labridae,Choerodon,rubescens,90,6,2,1,1,1,IM,Macroinvertivores
25759,Labridae,Cirrhilabrus,blatteus,16,3,1,1,4,2,PK,Microinvertivores
25760,Labridae,Cirrhilabrus,balteatus,10,2,1,1,4,2,PK,Microinvertivores
25762,Labridae,Cirrhilabrus,johnsoni,6,1,1,1,4,2,PK,Microinvertivores
